Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071360~cellular response to exogenous dsRNA	3	1.3043478260869565	0.03562807222192337	IFIH1, CIITA, IFIT1	226	13	9653	9.856705241660993	1.0	0.7764967521243847	0.7628311901762497
GOTERM_BP_DIRECT	GO:0060333~type II interferon-mediated signaling pathway	3	1.3043478260869565	0.03562807222192337	SP100, STAT1, IRF1	226	13	9653	9.856705241660993	1.0	0.7764967521243847	0.7628311901762497
GOTERM_MF_DIRECT	GO:0003713~transcription coactivator activity	10	4.3478260869565215	0.035657225493641066	RERE, CIITA, SMARCD3, TRIM5, LMO2, RBCK1, TRIM21, TRIM22, PML, NFKBIB	227	194	9808	2.2271674462963804	0.9999999905854778	1.0	0.9980314960629921
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription regulator complex	7	3.0434782608695654	0.03605090053547437	DRAP1, MAFB, STAT1, STAT2, ATF5, ASCL2, ATF3	229	106	9863	2.8442366317870973	0.9999703950076647	0.6515239298301118	0.6400534381077507
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	33	14.347826086956522	0.0365744905414605	PANK2, KARS1, SRC, SP140, IFI6, ADAR, TIMM10, NOD2, IFIT3, IFIH1, HEBP1, ALDH2, KYNU, PDK3, SLC25A22, DECR1, GSTK1, ACOT9, GCH1, RSAD2, SQOR, TRAFD1, TICAM1, MRPL44, P2RX7, AIM2, OAS1, SCO2, MSRB2, XAF1, SLC27A3, MICU1, CARS2	229	1002	9863	1.418468739377141	0.9999746281499348	0.6515239298301118	0.6400534381077507
GOTERM_CC_DIRECT	GO:0005829~cytosol	98	42.608695652173914	0.036705573511555595	PANK2, IFIT5, UBE2L6, IFI35, IFIT1, IFIT3, IFIT2, CNDP2, HERC5, MT2A, RNF114, DPYSL2, ANKFY1, TRIM26, TRIM21, TNS3, TRIM22, GSTK1, TBC1D2B, TICAM1, PSME1, RBCK1, ATF5, CASZ1, CUL1, DDX60, SOCS1, EPB41L3, DECR1, GSDMD, APOBEC3G, EIF2AK2, SPATS2L, NFKBIE, XAF1, NFKBIB, CIITA, CALCOCO2, DENND1A, PLEK, ILK, ADAR, OASL, IFIH1, CASP5, PSTPIP2, TRIM5, KYNU, PEA15, CASP1, DUSP3, IL15, RIPK2, GSTO1, ANXA5, AKR1A1, PLAAT4, ETV6, PSMA5, PLSCR1, AIM2, OAS1, OAS2, IRF1, OAS3, IRF2, ALDH1A1, IRF7, CDC42EP2, EIF4E2, BLVRA, IRF9, VAMP3, SRC, KARS1, NOD2, PSMB10, RELB, TYMP, PSMB2, IFI16, PSMB3, GBP2, GBP1, GCH1, STAT1, SORT1, STAT2, MX2, MX1, SAMD4A, WARS1, PSMB8, ATOX1, PML, PSMB9, NAGK, MSRB2	229	3614	9863	1.1679156506840211	0.9999755899036128	0.6515239298301118	0.6400534381077507
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	20	8.695652173913043	0.038104644259107964	RERE, CIITA, CASZ1, SMARCD3, STAT1, KARS1, ILK, TNF, PML, MAFB, ELF4, TRIM5, IRF1, IRF7, RBCK1, ATF5, TRIM21, TRIM22, IRF9, NFKBIB	226	526	9653	1.6240452235943337	1.0	0.8192498515708212	0.804831878067375
PIR_SUPERFAMILY	PIRSF038196:IFN_RF1/2	2	0.8695652173913043	0.03943485123177526	IRF1, IRF2	27	2	1306	48.37037037037037	0.6342615349997678	0.9858712807943815	0.9858712807943815
UP_SEQ_FEATURE	MUTAGEN:S->A: No effect.	3	1.3043478260869565	0.03967506734941981	DPYSL2, GBP1, ETV6	226	14	9821	9.311946902654867	1.0	1.0	1.0
INTERPRO	IPR017907:Znf_RING_CS	6	2.608695652173913	0.039764975269324834	RNF114, TRIM5, RBCK1, TRIM21, TRIM22, PML	230	82	9994	3.179427359490986	0.9999999999999932	0.8094439211143122	0.794342355421881
UP_KW_DISEASE	KW-0043~Tumor suppressor	7	3.0434782608695654	0.0400405023236412	AIM2, MAFB, IRF1, EPB41L3, PLEKHO1, XAF1, PML	66	128	3269	2.708688446969697	0.827465828973551	1.0	1.0
BIOCARTA	h_il10Pathway:IL-10 Anti-inflammatory Signaling Pathway	3	1.3043478260869565	0.04082117151897668	STAT1, TNF, BLVRA	34	13	1302	8.83710407239819	0.9817038343215314	1.0	1.0
GOTERM_BP_DIRECT	GO:0043277~apoptotic cell clearance	3	1.3043478260869565	0.040939252737467	MARCO, TYROBP, GAS6	226	14	9653	9.152654867256636	1.0	0.8570309355961843	0.8419480530086962
GOTERM_BP_DIRECT	GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II	3	1.3043478260869565	0.040939252737467	UNC93B1, CTSL, CTSS	226	14	9653	9.152654867256636	1.0	0.8570309355961843	0.8419480530086962
GOTERM_CC_DIRECT	GO:0031410~cytoplasmic vesicle	10	4.3478260869565215	0.0414573871361414	TM9SF1, SOCS1, GCH1, SORT1, CALCOCO2, DENND1A, MYOF, GBP2, TRIM21, GBP1	229	199	9863	2.16431502490619	0.9999940069957775	0.6925822321567152	0.6803888829990264
GOTERM_BP_DIRECT	GO:0032715~negative regulation of interleukin-6 production	4	1.7391304347826086	0.04401341964314862	ELF4, GAS6, TNF, LILRB4	226	34	9653	5.02498698594482	1.0	0.8812370685143602	0.8657281823305751
UP_SEQ_FEATURE	REGION:GTPase domain (Globular)	2	0.8695652173913043	0.045297588545296225	GBP2, GBP1	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	MUTAGEN:E->A: No effect on cytidine deaminase and antiviral activity.	2	0.8695652173913043	0.045297588545296225	APOBEC3F, APOBEC3G	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:CARD 1	2	0.8695652173913043	0.045297588545296225	IFIH1, NOD2	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:TRAFD1/XAF1 zinc finger	2	0.8695652173913043	0.045297588545296225	TRAFD1, XAF1	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:CARD 2	2	0.8695652173913043	0.045297588545296225	IFIH1, NOD2	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	REGION:OAS domain 2	2	0.8695652173913043	0.045297588545296225	OAS2, OAS3	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:GB1/RHD3-type G	2	0.8695652173913043	0.045297588545296225	GBP2, GBP1	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	REGION:OAS domain 1	2	0.8695652173913043	0.045297588545296225	OAS2, OAS3	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:RLR CTR	2	0.8695652173913043	0.045297588545296225	IFIH1, DHX58	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	SITE:Interaction with PPP-RNA	2	0.8695652173913043	0.045297588545296225	IFIT5, IFIT1	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	SITE:Interaction with dsRNA	2	0.8695652173913043	0.045297588545296225	OAS1, OAS3	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	SITE:Interaction with the 5'-triphosphate group of PPP-RNA	2	0.8695652173913043	0.045297588545296225	IFIT5, IFIT1	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	MUTAGEN:K->M: Abolishes PPP-RNA-binding.	2	0.8695652173913043	0.045297588545296225	IFIT5, IFIT1	226	2	9821	43.45575221238938	1.0	1.0	1.0
UP_SEQ_FEATURE	REGION:Interaction with the 5'-triphosphate group of PPP-RNA	2	0.8695652173913043	0.045297588545296225	IFIT5, IFIT1	226	2	9821	43.45575221238938	1.0	1.0	1.0
INTERPRO	IPR038557:RLR_C_sf	2	0.8695652173913043	0.04530469707729359	IFIH1, DHX58	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR036543:Guanylate-bd_C_sf	2	0.8695652173913043	0.04530469707729359	GBP2, GBP1	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR017431:IRF1/IRF2	2	0.8695652173913043	0.04530469707729359	IRF1, IRF2	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR021673:RLR_CTR	2	0.8695652173913043	0.04530469707729359	IFIH1, DHX58	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR037684:GBP_C	2	0.8695652173913043	0.04530469707729359	GBP2, GBP1	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR015894:Guanylate-bd_N	2	0.8695652173913043	0.04530469707729359	GBP2, GBP1	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR030386:G_GB1_RHD3_dom	2	0.8695652173913043	0.04530469707729359	GBP2, GBP1	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR051986:Innate_Immune_Apopt_Reg	2	0.8695652173913043	0.04530469707729359	TRAFD1, XAF1	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR049439:TRAFD1-XIAF1_Znf	2	0.8695652173913043	0.04530469707729359	TRAFD1, XAF1	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR030411:Sp140_Bromo	2	0.8695652173913043	0.04530469707729359	SP100, SP140	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR050380:Immune_Resp_Modulators	2	0.8695652173913043	0.04530469707729359	TAPBPL, TAPBP	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR041204:RIG-I-like_C	2	0.8695652173913043	0.04530469707729359	IFIH1, DHX58	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
INTERPRO	IPR003191:Guanylate-bd/ATL_C	2	0.8695652173913043	0.04530469707729359	GBP2, GBP1	230	2	9994	43.45217391304348	0.9999999999999999	0.8094439211143122	0.794342355421881
GOTERM_MF_DIRECT	GO:0062061~TAP complex binding	2	0.8695652173913043	0.04555617129968699	TAPBPL, TAPBP	227	2	9808	43.207048458149785	0.9999999999506893	1.0	0.9980314960629921
GOTERM_MF_DIRECT	GO:0106435~carboxylesterase activity	2	0.8695652173913043	0.04555617129968699	ALDH2, TNFAIP6	227	2	9808	43.207048458149785	0.9999999999506893	1.0	0.9980314960629921
GOTERM_MF_DIRECT	GO:0016531~copper chaperone activity	2	0.8695652173913043	0.04555617129968699	SCO2, ATOX1	227	2	9808	43.207048458149785	0.9999999999506893	1.0	0.9980314960629921
GOTERM_BP_DIRECT	GO:0032729~positive regulation of type II interferon production	5	2.1739130434782608	0.0458549683189318	BTN3A1, RIPK2, TLR7, IL12RB1, TNF	226	58	9653	3.6821025328043944	1.0	0.8812370685143602	0.8657281823305751
GOTERM_BP_DIRECT	GO:0034124~regulation of MyD88-dependent toll-like receptor signaling pathway	2	0.8695652173913043	0.04607668955648275	IRF1, IRF7	226	2	9653	42.71238938053097	1.0	0.8812370685143602	0.8657281823305751
GOTERM_BP_DIRECT	GO:0051715~cytolysis in another organism	2	0.8695652173913043	0.04607668955648275	GBP2, GBP1	226	2	9653	42.71238938053097	1.0	0.8812370685143602	0.8657281823305751
GOTERM_BP_DIRECT	GO:0001866~NK T cell proliferation	2	0.8695652173913043	0.04607668955648275	IL15, ELF4	226	2	9653	42.71238938053097	1.0	0.8812370685143602	0.8657281823305751
GOTERM_BP_DIRECT	GO:0034154~toll-like receptor 7 signaling pathway	2	0.8695652173913043	0.04607668955648275	UNC93B1, TLR7	226	2	9653	42.71238938053097	1.0	0.8812370685143602	0.8657281823305751
GOTERM_BP_DIRECT	GO:0140970~AIM2 inflammasome complex assembly	2	0.8695652173913043	0.04607668955648275	AIM2, CASP1	226	2	9653	42.71238938053097	1.0	0.8812370685143602	0.8657281823305751
SMART	SM00184:RING	7	3.0434782608695654	0.04610654925427774	RNF114, TRIM5, TRIM26, RBCK1, TRIM21, TRIM22, PML	125	124	5889	2.659548387096774	0.9981229220299914	1.0	1.0
UP_SEQ_FEATURE	ACT_SITE:Nucleophile	10	4.3478260869565215	0.0462680773253419	GSTK1, ALDH2, GSTO1, ALDH1A1, MSRB2, GNS, PSMB8, PSMB10, ARSB, PSMB9	226	205	9821	2.1197927908482623	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0032897~negative regulation of viral transcription	3	1.3043478260869565	0.046526658551355286	IFITM3, SP100, TRIM21	226	15	9653	8.542477876106195	1.0	0.8812370685143602	0.8657281823305751
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	8	3.4782608695652173	0.047283704672431426	GSTK1, DHRS9, GSTO1, SQOR, ALDH1A1, AKR1A1, FAR2, DECR1	227	143	9808	2.417177536120268	0.9999999999803904	1.0	0.9980314960629921
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	10	4.3478260869565215	0.04936396597382682	PSMA5, PSMB2, PSMB3, CUL1, TRIM26, RBCK1, PSMB8, PSMB10, PML, PSMB9	226	204	9653	2.0937445774770085	1.0	0.9239772925218644	0.9077162213775449
GOTERM_BP_DIRECT	GO:0000209~protein polyubiquitination	7	3.0434782608695654	0.05015765192106271	HERC5, RNF114, TRIM5, UBE2L6, RBCK1, TRIM21, TRIM22	226	114	9653	2.622690575997516	1.0	0.9279165605396601	0.9115861622397792
UP_SEQ_FEATURE	DOMAIN:DRBM	3	1.3043478260869565	0.050783200468947215	EIF2AK2, ADAR, MRPL44	226	16	9821	8.147953539823009	1.0	1.0	1.0
UP_SEQ_FEATURE	REPEAT:TPR 7	4	1.7391304347826086	0.05211612545575971	IFIT5, IFIT1, IFIT3, IFIT2	226	37	9821	4.697919158096149	1.0	1.0	1.0
BIOCARTA	h_pmlPathway:Regulation of transcriptional activity by PML	3	1.3043478260869565	0.05324806957532235	SP100, TNF, PML	34	15	1302	7.658823529411765	0.9947679108587786	1.0	1.0
UP_KW_DISEASE	KW-0622~Neuropathy	6	2.608695652173913	0.054130962174773055	FIG4, KARS1, DMXL2, PDK3, WARS1, TYMP	66	104	3269	2.8575174825174825	0.9086447718035879	1.0	1.0
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	16	6.956521739130435	0.05516706896225237	GADD45B, RIPK2, MX1, CUL1, IFI6, CTSS, PML, PLSCR1, DRAM1, CASP5, IRF1, EPB41L3, PEA15, CASP1, TNFSF10, XAF1	226	409	9653	1.6709003180647815	1.0	1.0	0.9830188679245283
INTERPRO	IPR013320:ConA-like_dom_sf	7	3.0434782608695654	0.055633914482928426	BTN3A1, TRIM5, BTN3A3, TRIM26, GAS6, TRIM21, TRIM22	230	119	9994	2.5560102301790284	1.0	0.9501348765129285	0.9324084795630605
INTERPRO	IPR003597:Ig_C1-set	3	1.3043478260869565	0.05672447023957782	TAPBPL, MICB, TAPBP	230	17	9994	7.668030690537084	1.0	0.9501348765129285	0.9324084795630605
INTERPRO	IPR014720:dsRBD_dom	3	1.3043478260869565	0.05672447023957782	EIF2AK2, ADAR, MRPL44	230	17	9994	7.668030690537084	1.0	0.9501348765129285	0.9324084795630605
GOTERM_BP_DIRECT	GO:0070371~ERK1 and ERK2 cascade	4	1.7391304347826086	0.0580299176819431	DUSP5, KARS1, RIPK2, NOD2	226	38	9653	4.496040987424313	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0032211~negative regulation of telomere maintenance via telomerase	3	1.3043478260869565	0.05846816672381923	PARP3, SRC, PML	226	17	9653	7.537480478917231	1.0	1.0	0.9830188679245283
UP_SEQ_FEATURE	PROPEP:Removed in mature form	9	3.91304347826087	0.06081365994756212	BST2, SORT1, PLAUR, GBP2, GBP1, PSMB8, PSMB10, PSMB9, LY6E	226	184	9821	2.125553097345133	1.0	1.0	1.0
UP_KW_MOLECULAR_FUNCTION	KW-0436~Ligase	6	2.608695652173913	0.061283237506889486	HERC5, KARS1, SLC27A3, CARS2, ATOX1, WARS1	150	95	6656	2.802526315789474	0.9691396023485602	0.6741156125757843	0.6741156125757843
GOTERM_BP_DIRECT	GO:0016485~protein processing	5	2.1739130434782608	0.061767415416703046	P2RX7, PSENEN, MAFB, PSEN2, CTSS	226	64	9653	3.3369054203539825	1.0	1.0	0.9830188679245283
UP_KW_PTM	KW-0449~Lipoprotein	21	9.130434782608695	0.06282283682587006	IFITM3, GSDMD, IFITM1, APOBEC3F, APOBEC3G, SORT1, SRC, PLAUR, NOD2, TNF, ASGR1, P2RX7, BST2, PLSCR1, APOL6, OAS1, OAS2, GBP2, GBP1, KCNJ2, LY6E	188	608	8176	1.5020996640537514	0.743990758155522	0.6923953661568417	0.6923953661568417
UP_KW_PTM	KW-0865~Zymogen	8	3.4782608695652173	0.06294503328698561	CTRL, CASP5, CTSL, CASP1, PSMB8, CTSS, PSMB10, PSMB9	188	154	8176	2.259187620889749	0.7446908349802155	0.6923953661568417	0.6923953661568417
GOTERM_MF_DIRECT	GO:0008656~cysteine-type endopeptidase activator activity involved in apoptotic process	3	1.3043478260869565	0.0634968407496975	CTSL, CASP1, CTSS	227	18	9808	7.201174743024963	0.9999999999999969	1.0	0.9980314960629921
GOTERM_BP_DIRECT	GO:0071398~cellular response to fatty acid	3	1.3043478260869565	0.06479269452198533	SRC, PDK3, FFAR2	226	18	9653	7.118731563421829	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0006418~tRNA aminoacylation for protein translation	3	1.3043478260869565	0.06479269452198533	KARS1, CARS2, WARS1	226	18	9653	7.118731563421829	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0032874~positive regulation of stress-activated MAPK cascade	3	1.3043478260869565	0.06479269452198533	RIPK2, EIF2AK2, NOD2	226	18	9653	7.118731563421829	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0016540~protein autoprocessing	3	1.3043478260869565	0.06479269452198533	FAM111A, CTSL, CASP1	226	18	9653	7.118731563421829	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0042832~defense response to protozoan	3	1.3043478260869565	0.06479269452198533	CD40, GBP2, GBP1	226	18	9653	7.118731563421829	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0043330~response to exogenous dsRNA	3	1.3043478260869565	0.06479269452198533	RIPK2, NOD2, TICAM1	226	18	9653	7.118731563421829	1.0	1.0	0.9830188679245283
KEGG_PATHWAY	hsa05145:Toxoplasmosis	6	2.608695652173913	0.06636525231369961	CIITA, CD40, SOCS1, STAT1, TNF, NFKBIB	139	86	5443	2.731972561485695	0.9999998709112009	0.8068617518139267	0.7684397636323113
UP_SEQ_FEATURE	REGION:Interaction with dsRNA	2	0.8695652173913043	0.06717436241112136	OAS1, OAS3	226	3	9821	28.970501474926255	1.0	1.0	1.0
INTERPRO	IPR037954:SPRY_PRY_BTN3	2	0.8695652173913043	0.06718472353608704	BTN3A1, BTN3A3	230	3	9994	28.968115942028984	1.0	1.0	0.9825653798256538
INTERPRO	IPR007593:CD225/Dispanin_fam	2	0.8695652173913043	0.06718472353608704	IFITM3, IFITM1	230	3	9994	28.968115942028984	1.0	1.0	0.9825653798256538
INTERPRO	IPR051517:IFITM_antiviral_protein	2	0.8695652173913043	0.06718472353608704	IFITM3, IFITM1	230	3	9994	28.968115942028984	1.0	1.0	0.9825653798256538
INTERPRO	IPR051363:RLR_Helicase	2	0.8695652173913043	0.06718472353608704	IFIH1, DHX58	230	3	9994	28.968115942028984	1.0	1.0	0.9825653798256538
GOTERM_MF_DIRECT	GO:0042296~ISG15 transferase activity	2	0.8695652173913043	0.06755334703746542	HERC5, UBE2L6	227	3	9808	28.804698972099857	0.9999999999999997	1.0	0.9980314960629921
GOTERM_CC_DIRECT	GO:0097169~AIM2 inflammasome complex	2	0.8695652173913043	0.06776601531205004	AIM2, CASP1	229	3	9863	28.713245997088787	0.9999999977864953	1.0	0.9858657243816255
GOTERM_CC_DIRECT	GO:0009986~cell surface	17	7.391304347826087	0.06831388409697524	CIITA, CD40, SORT1, PSEN2, PLAUR, NOD2, TNF, LILRB4, BST2, CEACAM1, TYROBP, LAMP3, SLAMF8, VAMP5, ARSB, MICB, VAMP3	229	461	9863	1.5882598111187944	0.9999999981268476	1.0	0.9858657243816255
GOTERM_BP_DIRECT	GO:1900245~positive regulation of MDA-5 signaling pathway	2	0.8695652173913043	0.06831612017086235	DHX58, DDX60	226	3	9653	28.474926253687318	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0140639~positive regulation of pyroptotic inflammatory response	2	0.8695652173913043	0.06831612017086235	GBP2, GBP1	226	3	9653	28.474926253687318	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0046185~aldehyde catabolic process	2	0.8695652173913043	0.06831612017086235	ALDH2, AKR1A1	226	3	9653	28.474926253687318	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0097411~hypoxia-inducible factor-1alpha signaling pathway	2	0.8695652173913043	0.06831612017086235	CYBB, PDK3	226	3	9653	28.474926253687318	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0048002~antigen processing and presentation of peptide antigen	2	0.8695652173913043	0.06831612017086235	CTSL, CTSS	226	3	9653	28.474926253687318	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0060700~regulation of ribonuclease activity	2	0.8695652173913043	0.06831612017086235	OAS1, OAS3	226	3	9653	28.474926253687318	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0032020~ISG15-protein conjugation	2	0.8695652173913043	0.06831612017086235	HERC5, UBE2L6	226	3	9653	28.474926253687318	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0036018~cellular response to erythropoietin	2	0.8695652173913043	0.06831612017086235	MT2A, CD40	226	3	9653	28.474926253687318	1.0	1.0	0.9830188679245283
UP_SEQ_FEATURE	DOMAIN:Collagen-like	3	1.3043478260869565	0.06921900022294236	FCN1, MARCO, EMILIN2	226	19	9821	6.861434559850955	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033209~tumor necrosis factor-mediated signaling pathway	4	1.7391304347826086	0.06975326354573075	AIM2, STAT1, ILK, TNF	226	41	9653	4.167062378588388	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0045444~fat cell differentiation	5	2.1739130434782608	0.07068390288802213	SOCS1, MAFB, FFAR2, ATF5, PSMB8	226	67	9653	3.1874917448157443	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0032691~negative regulation of interleukin-1 beta production	3	1.3043478260869565	0.07133426295513738	ELF4, LILRB4, PML	226	19	9653	6.74406148113647	1.0	1.0	0.9830188679245283
KEGG_PATHWAY	hsa05167:Kaposi sarcoma-associated herpesvirus infection	8	3.4782608695652173	0.07229529421596265	STAT1, SRC, STAT2, IRF7, EIF2AK2, TICAM1, IRF9, MICB	139	144	5443	2.1754596322941646	0.999999970375266	0.8350106481943687	0.7952482363755891
GOTERM_BP_DIRECT	GO:0001916~positive regulation of T cell mediated cytotoxicity	3	1.3043478260869565	0.07807942078705056	P2RX7, IL12RB1, MICB	226	20	9653	6.406858407079646	1.0	1.0	0.9830188679245283
UP_SEQ_FEATURE	REPEAT:TPR 6	4	1.7391304347826086	0.07921658370240257	IFIT5, IFIT1, IFIT3, IFIT2	226	44	9821	3.9505229283990344	1.0	1.0	1.0
UP_KW_CELLULAR_COMPONENT	KW-0968~Cytoplasmic vesicle	16	6.956521739130435	0.08016132018246797	CALCOCO2, UNC93B1, DENND1A, MYOF, TICAM1, CTSS, TM9SF1, CEACAM1, SOCS1, CTSL, LAMP3, DMXL2, TLR7, GBP2, GBP1, TRIM21	213	440	9254	1.5798548868971405	0.9184638802797518	0.5587995938453767	0.5587995938453767
GOTERM_CC_DIRECT	GO:0010008~endosome membrane	9	3.91304347826087	0.08120238472863434	SCARB2, FIG4, PSENEN, SORT1, LAMP3, IRF7, ANKFY1, TLR7, TICAM1	229	194	9863	1.998086705982983	0.999999999964154	1.0	0.9858657243816255
SMART	SM00413:ETS	3	1.3043478260869565	0.0834986026176122	ETV7, ELF4, ETV6	125	23	5889	6.145043478260869	0.999990801722983	1.0	1.0
KEGG_PATHWAY	hsa05131:Shigellosis	9	3.91304347826087	0.08365113177067621	CALCOCO2, SRC, RIPK2, CASP1, CUL1, ILK, RBCK1, TNF, NFKBIB	139	179	5443	1.968851734255054	0.99999999827791	0.9201624494774383	0.8763451899785126
GOTERM_BP_DIRECT	GO:0034142~toll-like receptor 4 signaling pathway	3	1.3043478260869565	0.08501522098951309	OAS1, RIPK2, TICAM1	226	21	9653	6.101769911504425	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0002862~negative regulation of inflammatory response to antigenic stimulus	3	1.3043478260869565	0.08501522098951309	SRC, RHBDF2, NOD2	226	21	9653	6.101769911504425	1.0	1.0	0.9830188679245283
GOTERM_BP_DIRECT	GO:0006509~membrane protein ectodomain proteolysis	3	1.3043478260869565	0.08501522098951309	P2RX7, PSENEN, PSEN2	226	21	9653	6.101769911504425	1.0	1.0	0.9830188679245283
COG_ONTOLOGY	DNA replication, recombination, and repair	4	1.7391304347826086	0.08616593918447546	IFIH1, DHX58, DDX60, IFIT1	27	46	1125	3.623188405797101	0.5136614116626104	0.6893275134758037	0.6893275134758037
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	11	4.782608695652174	0.08786761350075002	SCARB2, PSENEN, CD40, PLSCR1, SORT1, NPC2, STAT1, SRC, PLAUR, NOD2, GBP1	227	266	9808	1.7867576430061938	1.0	1.0	0.9980314960629921
UP_SEQ_FEATURE	DOMAIN:CMP/dCMP-type deaminase 1	2	0.8695652173913043	0.08855201248918065	APOBEC3F, APOBEC3G	226	4	9821	21.72787610619469	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:CMP/dCMP-type deaminase 2	2	0.8695652173913043	0.08855201248918065	APOBEC3F, APOBEC3G	226	4	9821	21.72787610619469	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:TLDc	2	0.8695652173913043	0.08855201248918065	IFI44, IFI44L	226	4	9821	21.72787610619469	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:HIN-200	2	0.8695652173913043	0.08855201248918065	AIM2, IFI16	226	4	9821	21.72787610619469	1.0	1.0	1.0
INTERPRO	IPR040205:HIN-200	2	0.8695652173913043	0.08856543600747646	AIM2, IFI16	230	4	9994	21.72608695652174	1.0	1.0	0.9825653798256538
INTERPRO	IPR020457:Znf_B-box_chordata	2	0.8695652173913043	0.08856543600747646	TRIM26, TRIM21	230	4	9994	21.72608695652174	1.0	1.0	0.9825653798256538
INTERPRO	IPR004021:HIN200/IF120x	2	0.8695652173913043	0.08856543600747646	AIM2, IFI16	230	4	9994	21.72608695652174	1.0	1.0	0.9825653798256538
INTERPRO	IPR006571:TLDc_dom	2	0.8695652173913043	0.08856543600747646	IFI44, IFI44L	230	4	9994	21.72608695652174	1.0	1.0	0.9825653798256538
